idx,pos1_monster_id,pos2_monster_id,pos3_monster_id,pos4_monster_id,pos5_monster_id,pos6_monster_id,pos7_monster_id,pos8_monster_id,pos9_monster_id
961,11,11,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,12
963,0,0,0,11,11,0,0,0,0
971,11,11,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0,12
973,0,0,0,11,11,0,0,0,0
981,11,11,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,0,12
983,0,0,0,11,11,0,0,0,0
991,11,11,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0,0,12
993,0,0,0,11,11,0,0,0,0
1001,11,11,0,0,0,0,0,0,0
1002,0,0,0,0,0,0,0,0,12
1003,0,0,0,11,11,0,0,0,0
1011,11,11,0,0,0,0,0,0,0
1012,0,0,0,0,0,0,0,0,12
1013,0,0,0,11,11,0,0,0,0
1021,11,11,0,0,0,0,0,0,0
1022,0,0,0,0,0,0,0,0,12
1023,0,0,0,11,11,0,0,0,0
1031,11,11,0,0,0,0,0,0,0
1032,0,0,0,0,0,0,0,0,12
1033,0,0,0,11,11,0,0,0,0
1041,11,11,0,0,0,0,0,0,0
1042,0,0,0,0,0,0,0,0,12
1043,0,0,0,11,11,0,0,0,0
1051,11,11,0,0,0,0,0,0,0
1052,0,0,0,0,0,0,0,0,12
1053,0,0,0,11,11,0,0,0,0
1061,11,11,0,0,0,0,0,0,0
1062,0,0,0,0,0,0,0,0,12
1063,0,0,0,11,11,0,0,0,0
1071,11,11,0,0,0,0,0,0,0
1072,0,0,0,0,0,0,0,0,12
1073,0,0,0,11,11,0,0,0,0
1081,11,11,0,0,0,0,0,0,0
1082,0,0,0,0,0,0,0,0,12
1083,0,0,0,11,11,0,0,0,0
1091,11,11,0,0,0,0,0,0,0
1092,0,0,0,0,0,0,0,0,12
1093,0,0,0,11,11,0,0,0,0
1101,11,11,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,0,12
1103,0,0,0,11,11,0,0,0,0
1111,11,11,0,0,0,0,0,0,0
1112,0,0,0,0,0,0,0,0,12
1113,0,0,0,11,11,0,0,0,0
1121,11,11,0,0,0,0,0,0,0
1122,0,0,0,0,0,0,0,0,12
1123,0,0,0,11,11,0,0,0,0
1131,11,11,0,0,0,0,0,0,0
1132,0,0,0,0,0,0,0,0,12
1133,0,0,0,11,11,0,0,0,0
1141,11,11,0,0,0,0,0,0,0
1142,0,0,0,0,0,0,0,0,12
1143,0,0,0,11,11,0,0,0,0
1151,11,11,0,0,0,0,0,0,0
1152,0,0,0,0,0,0,0,0,12
1153,0,0,0,11,11,0,0,0,0
1161,11,11,0,0,0,0,0,0,0
1162,0,0,0,0,0,0,0,0,12
1163,0,0,0,11,11,0,0,0,0
1171,11,11,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,0,12
1173,0,0,0,11,11,0,0,0,0
1181,11,11,0,0,0,0,0,0,0
1182,0,0,0,0,0,0,0,0,12
1183,0,0,0,11,11,0,0,0,0
1191,11,11,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0,12
1193,0,0,0,11,11,0,0,0,0
1201,11,11,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0,0,12
1203,0,0,0,11,11,0,0,0,0
1211,11,11,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0,0,12
1213,0,0,0,11,11,0,0,0,0
1221,11,11,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0,0,12
1223,0,0,0,11,11,0,0,0,0
1231,11,11,0,0,0,0,0,0,0
1232,0,0,0,0,0,0,0,0,12
1233,0,0,0,11,11,0,0,0,0
1241,11,11,0,0,0,0,0,0,0
1242,0,0,0,0,0,0,0,0,12
1243,0,0,0,11,11,0,0,0,0
1251,11,11,0,0,0,0,0,0,0
1252,0,0,0,0,0,0,0,0,12
1253,0,0,0,11,11,0,0,0,0
1261,11,11,0,0,0,0,0,0,0
1262,0,0,0,0,0,0,0,0,12
1263,0,0,0,11,11,0,0,0,0
1271,11,11,0,0,0,0,0,0,0
1272,0,0,0,0,0,0,0,0,12
1273,0,0,0,11,11,0,0,0,0
1281,11,11,0,0,0,0,0,0,0
1282,0,0,0,0,0,0,0,0,12
1283,0,0,0,11,11,0,0,0,0
1291,11,11,0,0,0,0,0,0,0
1292,0,0,0,0,0,0,0,0,12
1293,0,0,0,11,11,0,0,0,0
1301,11,11,0,0,0,0,0,0,0
1302,0,0,0,0,0,0,0,0,12
1303,0,0,0,11,11,0,0,0,0
1311,11,11,0,0,0,0,0,0,0
1312,0,0,0,0,0,0,0,0,12
1313,0,0,0,11,11,0,0,0,0
1321,11,11,0,0,0,0,0,0,0
1322,0,0,0,0,0,0,0,0,12
1323,0,0,0,11,11,0,0,0,0
1331,11,11,0,0,0,0,0,0,0
1332,0,0,0,0,0,0,0,0,12
1333,0,0,0,11,11,0,0,0,0
1341,11,11,0,0,0,0,0,0,0
1342,0,0,0,0,0,0,0,0,12
1343,0,0,0,11,11,0,0,0,0
1351,11,11,0,0,0,0,0,0,0
1352,0,0,0,0,0,0,0,0,12
1353,0,0,0,11,11,0,0,0,0
1361,11,11,0,0,0,0,0,0,0
1362,0,0,0,0,0,0,0,0,12
1363,0,0,0,11,11,0,0,0,0
1371,11,11,0,0,0,0,0,0,0
1372,0,0,0,0,0,0,0,0,12
1373,0,0,0,11,11,0,0,0,0
1381,11,11,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,0,12
1383,0,0,0,11,11,0,0,0,0
1391,11,11,0,0,0,0,0,0,0
1392,0,0,0,0,0,0,0,0,12
1393,0,0,0,11,11,0,0,0,0
1401,11,11,0,0,0,0,0,0,0
1402,0,0,0,0,0,0,0,0,12
1403,0,0,0,11,11,0,0,0,0
1411,11,11,0,0,0,0,0,0,0
1412,0,0,0,0,0,0,0,0,12
1413,0,0,0,11,11,0,0,0,0
1421,11,11,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0,12
1423,0,0,0,11,11,0,0,0,0
1431,11,11,0,0,0,0,0,0,0
1432,0,0,0,0,0,0,0,0,12
1433,0,0,0,11,11,0,0,0,0
1441,11,11,0,0,0,0,0,0,0
1442,0,0,0,0,0,0,0,0,12
1443,0,0,0,11,11,0,0,0,0
1451,11,11,0,0,0,0,0,0,0
1452,0,0,0,0,0,0,0,0,12
1453,0,0,0,11,11,0,0,0,0
1461,11,11,0,0,0,0,0,0,0
1462,0,0,0,0,0,0,0,0,12
1463,0,0,0,11,11,0,0,0,0
1471,11,11,0,0,0,0,0,0,0
1472,0,0,0,0,0,0,0,0,12
1473,0,0,0,11,11,0,0,0,0
1481,11,11,0,0,0,0,0,0,0
1482,0,0,0,0,0,0,0,0,12
1483,0,0,0,11,11,0,0,0,0
1491,11,11,0,0,0,0,0,0,0
1492,0,0,0,0,0,0,0,0,12
1493,0,0,0,11,11,0,0,0,0
1501,11,11,0,0,0,0,0,0,0
1502,0,0,0,0,0,0,0,0,12
1503,0,0,0,11,11,0,0,0,0
1511,11,11,0,0,0,0,0,0,0
1512,0,0,0,0,0,0,0,0,12
1513,0,0,0,11,11,0,0,0,0
1521,11,11,0,0,0,0,0,0,0
1522,0,0,0,0,0,0,0,0,12
1523,0,0,0,11,11,0,0,0,0
1531,11,11,0,0,0,0,0,0,0
1532,0,0,0,0,0,0,0,0,12
1533,0,0,0,11,11,0,0,0,0
1541,11,11,0,0,0,0,0,0,0
1542,0,0,0,0,0,0,0,0,12
1543,0,0,0,11,11,0,0,0,0
1551,11,11,0,0,0,0,0,0,0
1552,0,0,0,0,0,0,0,0,12
1553,0,0,0,11,11,0,0,0,0
1561,11,11,0,0,0,0,0,0,0
1562,0,0,0,0,0,0,0,0,12
1563,0,0,0,11,11,0,0,0,0
1571,11,11,0,0,0,0,0,0,0
1572,0,0,0,0,0,0,0,0,12
1573,0,0,0,11,11,0,0,0,0
1581,11,11,0,0,0,0,0,0,0
1582,0,0,0,0,0,0,0,0,12
1583,0,0,0,11,11,0,0,0,0
1591,11,11,0,0,0,0,0,0,0
1592,0,0,0,0,0,0,0,0,12
1593,0,0,0,11,11,0,0,0,0
1601,11,11,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,12
1603,0,0,0,11,11,0,0,0,0
1611,11,11,0,0,0,0,0,0,0
1612,0,0,0,0,0,0,0,0,12
1613,0,0,0,11,11,0,0,0,0
1621,11,11,0,0,0,0,0,0,0
1622,0,0,0,0,0,0,0,0,12
1623,0,0,0,11,11,0,0,0,0
1631,11,11,0,0,0,0,0,0,0
1632,0,0,0,0,0,0,0,0,12
1633,0,0,0,11,11,0,0,0,0
1641,11,11,0,0,0,0,0,0,0
1642,0,0,0,0,0,0,0,0,12
1643,0,0,0,11,11,0,0,0,0
1651,11,11,0,0,0,0,0,0,0
1652,0,0,0,0,0,0,0,0,12
1653,0,0,0,11,11,0,0,0,0
1661,11,11,0,0,0,0,0,0,0
1662,0,0,0,0,0,0,0,0,12
1663,0,0,0,11,11,0,0,0,0
1671,11,11,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,0,12
1673,0,0,0,11,11,0,0,0,0
1681,11,11,0,0,0,0,0,0,0
1682,0,0,0,0,0,0,0,0,12
1683,0,0,0,11,11,0,0,0,0
1691,11,11,0,0,0,0,0,0,0
1692,0,0,0,0,0,0,0,0,12
1693,0,0,0,11,11,0,0,0,0
1701,11,11,0,0,0,0,0,0,0
1702,0,0,0,0,0,0,0,0,12
1703,0,0,0,11,11,0,0,0,0
1711,11,11,0,0,0,0,0,0,0
1712,0,0,0,0,0,0,0,0,12
1713,0,0,0,11,11,0,0,0,0
1721,11,11,0,0,0,0,0,0,0
1722,0,0,0,0,0,0,0,0,12
1723,0,0,0,11,11,0,0,0,0
1731,11,11,0,0,0,0,0,0,0
1732,0,0,0,0,0,0,0,0,12
1733,0,0,0,11,11,0,0,0,0
1741,11,11,0,0,0,0,0,0,0
1742,0,0,0,0,0,0,0,0,12
1743,0,0,0,11,11,0,0,0,0
1751,11,11,0,0,0,0,0,0,0
1752,0,0,0,0,0,0,0,0,12
1753,0,0,0,11,11,0,0,0,0
1761,11,11,0,0,0,0,0,0,0
1762,0,0,0,0,0,0,0,0,12
1763,0,0,0,11,11,0,0,0,0
1771,11,11,0,0,0,0,0,0,0
1772,0,0,0,0,0,0,0,0,12
1773,0,0,0,11,11,0,0,0,0
1781,11,11,0,0,0,0,0,0,0
1782,0,0,0,0,0,0,0,0,12
1783,0,0,0,11,11,0,0,0,0
1791,11,11,0,0,0,0,0,0,0
1792,0,0,0,0,0,0,0,0,12
1793,0,0,0,11,11,0,0,0,0
1801,11,11,0,0,0,0,0,0,0
1802,0,0,0,0,0,0,0,0,12
1803,0,0,0,11,11,0,0,0,0
1811,11,11,0,0,0,0,0,0,0
1812,0,0,0,0,0,0,0,0,12
1813,0,0,0,11,11,0,0,0,0
1821,11,11,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0,12
1823,0,0,0,11,11,0,0,0,0
1831,11,11,0,0,0,0,0,0,0
1832,0,0,0,0,0,0,0,0,12
1833,0,0,0,11,11,0,0,0,0
1841,11,11,0,0,0,0,0,0,0
1842,0,0,0,0,0,0,0,0,12
1843,0,0,0,11,11,0,0,0,0
1851,11,11,0,0,0,0,0,0,0
1852,0,0,0,0,0,0,0,0,12
1853,0,0,0,11,11,0,0,0,0
1861,11,11,0,0,0,0,0,0,0
1862,0,0,0,0,0,0,0,0,12
1863,0,0,0,11,11,0,0,0,0
1871,11,11,0,0,0,0,0,0,0
1872,0,0,0,0,0,0,0,0,12
1873,0,0,0,11,11,0,0,0,0
1881,11,11,0,0,0,0,0,0,0
1882,0,0,0,0,0,0,0,0,12
1883,0,0,0,11,11,0,0,0,0
1891,11,11,0,0,0,0,0,0,0
1892,0,0,0,0,0,0,0,0,12
1893,0,0,0,11,11,0,0,0,0
1901,11,11,0,0,0,0,0,0,0
1902,0,0,0,0,0,0,0,0,12
1903,0,0,0,11,11,0,0,0,0
1911,11,11,0,0,0,0,0,0,0
1912,0,0,0,0,0,0,0,0,12
1913,0,0,0,11,11,0,0,0,0
1921,11,11,0,0,0,0,0,0,0
1922,0,0,0,0,0,0,0,0,12
1923,0,0,0,11,11,0,0,0,0
1931,11,11,0,0,0,0,0,0,0
1932,0,0,0,0,0,0,0,0,12
1933,0,0,0,11,11,0,0,0,0
1941,11,11,0,0,0,0,0,0,0
1942,0,0,0,0,0,0,0,0,12
1943,0,0,0,11,11,0,0,0,0
1951,11,11,0,0,0,0,0,0,0
1952,0,0,0,0,0,0,0,0,12
1953,0,0,0,11,11,0,0,0,0
1961,11,11,0,0,0,0,0,0,0
1962,0,0,0,0,0,0,0,0,12
1963,0,0,0,11,11,0,0,0,0
1971,11,11,0,0,0,0,0,0,0
1972,0,0,0,0,0,0,0,0,12
1973,0,0,0,11,11,0,0,0,0
1981,11,11,0,0,0,0,0,0,0
1982,0,0,0,0,0,0,0,0,12
1983,0,0,0,11,11,0,0,0,0
1991,11,11,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,12
1993,0,0,0,11,11,0,0,0,0
2001,11,11,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,12
2003,0,0,0,11,11,0,0,0,0
2011,11,11,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,12
2013,0,0,0,11,11,0,0,0,0
2021,11,11,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,12
2023,0,0,0,11,11,0,0,0,0
2031,11,11,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,12
2033,0,0,0,11,11,0,0,0,0
2041,11,11,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,12
2043,0,0,0,11,11,0,0,0,0
2051,11,11,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,12
2053,0,0,0,11,11,0,0,0,0
2061,11,11,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0,12
2063,0,0,0,11,11,0,0,0,0
2071,11,11,0,0,0,0,0,0,0
2072,0,0,0,0,0,0,0,0,12
2073,0,0,0,11,11,0,0,0,0
2081,11,11,0,0,0,0,0,0,0
2082,0,0,0,0,0,0,0,0,12
2083,0,0,0,11,11,0,0,0,0
2091,11,11,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,12
2093,0,0,0,11,11,0,0,0,0
2101,11,11,0,0,0,0,0,0,0
2102,0,0,0,0,0,0,0,0,12
2103,0,0,0,11,11,0,0,0,0
2111,11,11,0,0,0,0,0,0,0
2112,0,0,0,0,0,0,0,0,12
2113,0,0,0,11,11,0,0,0,0
2121,11,11,0,0,0,0,0,0,0
2122,0,0,0,0,0,0,0,0,12
2123,0,0,0,11,11,0,0,0,0
2131,11,11,0,0,0,0,0,0,0
2132,0,0,0,0,0,0,0,0,12
2133,0,0,0,11,11,0,0,0,0
2141,11,11,0,0,0,0,0,0,0
2142,0,0,0,0,0,0,0,0,12
2143,0,0,0,11,11,0,0,0,0
2151,11,11,0,0,0,0,0,0,0
2152,0,0,0,0,0,0,0,0,12
2153,0,0,0,11,11,0,0,0,0
2161,11,11,0,0,0,0,0,0,0
2162,0,0,0,0,0,0,0,0,12
2163,0,0,0,11,11,0,0,0,0
2171,11,11,0,0,0,0,0,0,0
2172,0,0,0,0,0,0,0,0,12
2173,0,0,0,11,11,0,0,0,0
2181,11,11,0,0,0,0,0,0,0
2182,0,0,0,0,0,0,0,0,12
2183,0,0,0,11,11,0,0,0,0
2191,11,11,0,0,0,0,0,0,0
2192,0,0,0,0,0,0,0,0,12
2193,0,0,0,11,11,0,0,0,0
2201,11,11,0,0,0,0,0,0,0
2202,0,0,0,0,0,0,0,0,12
2203,0,0,0,11,11,0,0,0,0
2211,11,11,0,0,0,0,0,0,0
2212,0,0,0,0,0,0,0,0,12
2213,0,0,0,11,11,0,0,0,0
2221,11,11,0,0,0,0,0,0,0
2222,0,0,0,0,0,0,0,0,12
2223,0,0,0,11,11,0,0,0,0
2231,11,11,0,0,0,0,0,0,0
2232,0,0,0,0,0,0,0,0,12
2233,0,0,0,11,11,0,0,0,0
2241,11,11,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,12
2243,0,0,0,11,11,0,0,0,0
